target,N,stratum,model,n_eval,n_active,ap,ef1
463203-2650,100,murcko_seen_any,headft,201,14,0.39709851584851585,7.178571428571428
463203-2650,100,murcko_seen_any,nearest_active,201,14,0.4005331666133184,14.357142857142856
463203-2650,100,murcko_unseen_any,base,49293,528,0.06662836683415271,13.066326295408446
463203-2650,100,murcko_unseen_any,headft,49293,528,0.07990361522336342,13.066326295408446
463203-2650,100,murcko_unseen_any,nearest_active,49293,528,0.024301451597194747,6.249112576064909
463203-2650,100,murcko_unseen_active,base,49414,535,0.06895639731874441,13.461757917439176
463203-2650,100,murcko_unseen_active,headft,49414,535,0.08208871332715875,13.087820197510311
463203-2650,100,murcko_unseen_active,nearest_active,49414,535,0.025733855030830068,6.5439100987551555
463203-2650,100,generic_unseen_any,base,46602,485,0.06304588161768727,12.371664970576523
463203-2650,100,generic_unseen_any,headft,46602,485,0.07853205530668309,12.5778593867528
463203-2650,100,generic_unseen_any,nearest_active,46602,485,0.019644565724727673,4.742471572054334
463203-2650,100,acyclic,base,88,0,,
463203-2650,100,acyclic,headft,88,0,,
463203-2650,100,acyclic,nearest_active,88,0,,
463203-2650,100,canonical_not_in_training,base,49582,542,0.07122135724788917,13.83261665277943
463203-2650,100,canonical_not_in_training,headft,49582,542,0.08623843344654077,13.83261665277943
463203-2650,100,canonical_not_in_training,nearest_active,49582,542,0.03347390746496572,7.192960659445304
463203-2650,100,similarity_any_lt03,base,43520,407,0.05538059249002331,12.290660566522636
463203-2650,100,similarity_any_lt03,headft,43520,407,0.06593040231082854,13.5197266231749
463203-2650,100,similarity_any_lt03,nearest_active,43520,407,0.009258511731749568,0.9832528453218109
463203-2650,100,similarity_active_lt03,base,47034,479,0.06299635736071885,13.788673211033625
463203-2650,100,similarity_active_lt03,headft,47034,479,0.07134060415894215,12.952996046728556
463203-2650,100,similarity_active_lt03,nearest_active,47034,479,0.010179749622708801,0.8356771643050682
463203-2650,100,similarity_active_03_04,base,2219,32,0.06303721999227323,3.1519886363636362
463203-2650,100,similarity_active_03_04,headft,2219,32,0.10685957806052707,9.455965909090908
463203-2650,100,similarity_active_03_04,nearest_active,2219,32,0.04812648804404515,9.455965909090908
463203-2650,100,similarity_active_04_055,base,287,20,0.29190233507815255,4.783333333333333
463203-2650,100,similarity_active_04_055,headft,287,20,0.27417978924536973,4.783333333333333
463203-2650,100,similarity_active_04_055,nearest_active,287,20,0.16648905831588676,4.783333333333333
463203-2650,100,similarity_active_ge055,base,42,11,0.4589407250503507,0.0
463203-2650,100,similarity_active_ge055,headft,42,11,0.5264785134350352,3.818181818181818
463203-2650,100,similarity_active_ge055,nearest_active,42,11,0.5948309924594509,3.818181818181818
463203-2650,300,all,base,49582,542,0.07122135724788917,13.83261665277943
463203-2650,300,all,headft,49582,542,0.11689150722470924,19.365663313891204
463203-2650,300,all,nearest_active,49582,542,0.11946468589316321,18.812358647780027
463203-2650,300,murcko_seen_any,base,1993,64,0.27831532316289487,10.89921875
463203-2650,300,murcko_seen_any,headft,1993,64,0.42770930199544543,14.013281250000002
463203-2650,300,murcko_seen_any,nearest_active,1993,64,0.5670487621811805,21.7984375
463203-2650,300,murcko_unseen_any,base,47501,478,0.054043286575797156,12.134146663730455
463203-2650,300,murcko_unseen_any,headft,47501,478,0.08012636859567637,14.226240916097774
463203-2650,300,murcko_unseen_any,nearest_active,47501,478,0.054247818061323456,11.924937238493722
463203-2650,300,murcko_unseen_active,base,49218,492,0.05452310254820672,11.589604402141582
463203-2650,300,murcko_unseen_active,headft,49218,492,0.07964823178451153,14.232847511401943
463203-2650,300,murcko_unseen_active,nearest_active,49218,492,0.05354750660501425,12.199583581201665
463203-2650,300,generic_unseen_any,base,40981,405,0.053194408606086235,11.846359530261969
463203-2650,300,generic_unseen_any,headft,40981,405,0.07534322006012999,14.067551942186089
463203-2650,300,generic_unseen_any,nearest_active,40981,405,0.0478894868512006,10.859162902740138
463203-2650,300,acyclic,base,88,0,,
463203-2650,300,acyclic,headft,88,0,,
463203-2650,300,acyclic,nearest_active,88,0,,
463203-2650,300,canonical_not_in_training,base,49582,542,0.07122135724788917,13.83261665277943
463203-2650,300,canonical_not_in_training,headft,49582,542,0.11689150722470924,19.365663313891204
463203-2650,300,canonical_not_in_training,nearest_active,49582,542,0.11946468589316321,18.812358647780027
463203-2650,300,similarity_any_lt03,base,35763,245,0.030049643483552584,9.785794094173983
463203-2650,300,similarity_any_lt03,headft,35763,245,0.04039690090298576,11.416759776536313
463203-2650,300,similarity_any_lt03,nearest_active,35763,245,0.00694053217221714,1.6309656823623306
463203-2650,300,similarity_active_lt03,base,44078,359,0.03810076717893294,10.022852595077028
463203-2650,300,similarity_active_lt03,headft,44078,359,0.04668831875149967,11.414915455504392
463203-2650,300,similarity_active_lt03,nearest_active,44078,359,0.008807166143204948,0.5568251441709461
463203-2650,300,similarity_active_03_04,base,4705,72,0.07137410630781459,5.5614657210401885
463203-2650,300,similarity_active_03_04,headft,4705,72,0.134456338987122,9.73256501182033
463203-2650,300,similarity_active_03_04,nearest_active,4705,72,0.028951905409638996,5.5614657210401885
463203-2650,300,similarity_active_04_055,base,653,45,0.19325181429750482,2.073015873015873
463203-2650,300,similarity_active_04_055,headft,653,45,0.26392006362651865,4.146031746031746
463203-2650,300,similarity_active_04_055,nearest_active,653,45,0.2008192801985197,4.146031746031746
463203-2650,300,similarity_active_ge055,base,146,66,0.5604012890123049,0.0
463203-2650,300,similarity_active_ge055,headft,146,66,0.645874810431655,2.2121212121212124
463203-2650,300,similarity_active_ge055,nearest_active,146,66,0.6032926991990886,2.2121212121212124
493248-485317,40,all,base,49680,953,0.03613745651103383,3.4613557525636507
493248-485317,40,all,headft,49680,953,0.0400696852955058,3.776024457342164
493248-485317,40,all,nearest_active,49680,953,0.04917319635532476,8.810723733798383
493248-485317,40,murcko_seen_any,base,240,5,,
493248-485317,40,murcko_seen_any,headft,240,5,,
493248-485317,40,murcko_seen_any,nearest_active,240,5,,
493248-485317,40,murcko_unseen_any,base,49345,948,0.03655379606319044,3.484190053149151
493248-485317,40,murcko_unseen_any,headft,49345,948,0.041312692696860616,3.906516120197533
493248-485317,40,murcko_unseen_any,nearest_active,49345,948,0.04927103629397371,8.763265891253926
493248-485317,40,murcko_unseen_active,base,49585,953,0.036255298455971,3.4617020106285747
493248-485317,40,murcko_unseen_active,headft,49585,953,0.04021857940713046,3.776402193412991
493248-485317,40,murcko_unseen_active,nearest_active,49585,953,0.0491732053948368,8.811605117963644
493248-485317,40,generic_unseen_any,base,47370,923,0.036987014658874065,3.4647613039483245
493248-485317,40,generic_unseen_any,headft,47370,923,0.040270037025753214,3.681308885445095
493248-485317,40,generic_unseen_any,nearest_active,47370,923,0.04918856598923072,8.661903259870812
493248-485317,40,acyclic,base,95,0,,
493248-485317,40,acyclic,headft,95,0,,
493248-485317,40,acyclic,nearest_active,95,0,,
493248-485317,40,canonical_not_in_training,base,49680,953,0.03613745651103383,3.4613557525636507
493248-485317,40,canonical_not_in_training,headft,49680,953,0.0400696852955058,3.776024457342164
493248-485317,40,canonical_not_in_training,nearest_active,49680,953,0.04917319635532476,8.810723733798383
493248-485317,40,similarity_any_lt03,base,45524,872,0.03589764197086136,3.3274422824881538
493248-485317,40,similarity_any_lt03,headft,45524,872,0.04002734240405993,3.786399838693417
493248-485317,40,similarity_any_lt03,nearest_active,45524,872,0.04818995459514464,8.146496622643411
493248-485317,40,similarity_active_lt03,base,49667,952,0.03595754945594817,3.359112659148167
493248-485317,40,similarity_active_lt03,headft,49667,952,0.03998495245315061,3.8839740121400674
493248-485317,40,similarity_active_lt03,nearest_active,49667,952,0.050465211694142253,8.817670730263936
493248-485317,40,similarity_active_03_04,base,13,1,,
493248-485317,40,similarity_active_03_04,headft,13,1,,
493248-485317,40,similarity_active_03_04,nearest_active,13,1,,
493248-485317,40,similarity_active_04_055,base,0,0,,
493248-485317,40,similarity_active_04_055,headft,0,0,,
493248-485317,40,similarity_active_04_055,nearest_active,0,0,,
493248-485317,40,similarity_active_ge055,base,0,0,,
493248-485317,40,similarity_active_ge055,headft,0,0,,
493248-485317,40,similarity_active_ge055,nearest_active,0,0,,
493248-485317,100,all,base,49680,953,0.03613745651103383,3.4613557525636507
493248-485317,100,all,headft,49680,953,0.04129273188537594,4.090693162120678
493248-485317,100,all,nearest_active,49680,953,0.030349760815003644,2.9369079112661276
493248-485317,100,murcko_seen_any,base,1449,18,0.028690135383173464,0.0
493248-485317,100,murcko_seen_any,headft,1449,18,0.10054282766924995,17.25
493248-485317,100,murcko_seen_any,nearest_active,1449,18,0.04636497662282571,5.75
493248-485317,100,murcko_unseen_any,base,48136,935,0.03686590407384645,3.42502140149199
493248-485317,100,murcko_unseen_any,headft,48136,935,0.041201093066900375,3.7461171578818644
493248-485317,100,murcko_unseen_any,nearest_active,48136,935,0.030902358031992642,2.8898618075088667
493248-485317,100,murcko_unseen_active,base,49567,951,0.03590288800806817,3.362640344628744
493248-485317,100,murcko_unseen_active,headft,49567,951,0.04080291103367994,3.8880528984769858
493248-485317,100,murcko_unseen_active,nearest_active,49567,951,0.03025386120838138,2.837227790780503
493248-485317,100,generic_unseen_any,base,46419,906,0.036200980511947055,3.4230346540306007
493248-485317,100,generic_unseen_any,headft,46419,906,0.04027208257328696,3.4230346540306007
493248-485317,100,generic_unseen_any,nearest_active,46419,906,0.03158438959710094,2.9813527631879424
493248-485317,100,acyclic,base,95,0,,
493248-485317,100,acyclic,headft,95,0,,
493248-485317,100,acyclic,nearest_active,95,0,,
493248-485317,100,canonical_not_in_training,base,49680,953,0.03613745651103383,3.4613557525636507
493248-485317,100,canonical_not_in_training,headft,49680,953,0.04129273188537594,4.090693162120678
493248-485317,100,canonical_not_in_training,nearest_active,49680,953,0.030349760815003644,2.9369079112661276
493248-485317,100,similarity_any_lt03,base,40539,770,0.03435011907217318,3.11988455988456
493248-485317,100,similarity_any_lt03,headft,40539,770,0.039096863292475345,3.76986050986051
493248-485317,100,similarity_any_lt03,nearest_active,40539,770,0.025187717286513298,1.9499278499278496
493248-485317,100,similarity_active_lt03,base,48916,917,0.034063717340122236,3.0544341934778876
493248-485317,100,similarity_active_lt03,headft,48916,917,0.0377308346264078,3.8180427418473593
493248-485317,100,similarity_active_lt03,nearest_active,48916,917,0.02580359944076249,2.508999516071122
493248-485317,100,similarity_active_03_04,base,679,28,0.1027167111903641,0.0
493248-485317,100,similarity_active_03_04,headft,679,28,0.10911817057801465,10.392857142857142
493248-485317,100,similarity_active_03_04,nearest_active,679,28,0.05559012470939759,0.0
493248-485317,100,similarity_active_04_055,base,80,7,,
493248-485317,100,similarity_active_04_055,headft,80,7,,
493248-485317,100,similarity_active_04_055,nearest_active,80,7,,
493248-485317,100,similarity_active_ge055,base,5,1,,
493248-485317,100,similarity_active_ge055,headft,5,1,,
493248-485317,100,similarity_active_ge055,nearest_active,5,1,,
493248-485317,300,all,base,49680,953,0.03613745651103383,3.4613557525636507
493248-485317,300,all,headft,49680,953,0.06039813898551264,7.13249064164631
493248-485317,300,all,nearest_active,49680,953,0.04468560899402616,4.929809708196714
493248-485317,300,murcko_seen_any,base,2301,53,0.0444738625408709,0.0
493248-485317,300,murcko_seen_any,headft,2301,53,0.1542263757941982,11.325676784249385
493248-485317,300,murcko_seen_any,nearest_active,2301,53,0.13968613989195433,13.213289581624284
493248-485317,300,murcko_unseen_any,base,47284,900,0.03608106784895195,3.8875734085036413
493248-485317,300,murcko_unseen_any,headft,47284,900,0.0551605936165578,6.553338031477566
493248-485317,300,murcko_unseen_any,nearest_active,47284,900,0.039667928315867504,5.220455719990603
493248-485317,300,murcko_unseen_active,base,49484,938,0.035108178111163756,3.4104111477245804
493248-485317,300,murcko_unseen_active,headft,49484,938,0.054373328720060315,6.607671598716374
493248-485317,300,murcko_unseen_active,nearest_active,49484,938,0.03918584774750576,4.902466024854085
493248-485317,300,generic_unseen_any,base,41240,712,0.03121556472071463,3.7958165157630632
493248-485317,300,generic_unseen_any,headft,41240,712,0.04448846088161028,5.623431875204538
493248-485317,300,generic_unseen_any,nearest_active,41240,712,0.0383835093796142,5.764017672084652
493248-485317,300,acyclic,base,95,0,,
493248-485317,300,acyclic,headft,95,0,,
493248-485317,300,acyclic,nearest_active,95,0,,
493248-485317,300,canonical_not_in_training,base,49680,953,0.03613745651103383,3.4613557525636507
493248-485317,300,canonical_not_in_training,headft,49680,953,0.06039813898551264,7.13249064164631
493248-485317,300,canonical_not_in_training,nearest_active,49680,953,0.04468560899402616,4.929809708196714
493248-485317,300,similarity_any_lt03,base,30738,581,0.03340339530788781,3.274271586111781
493248-485317,300,similarity_any_lt03,headft,30738,581,0.05136211606186391,5.34223258786659
493248-485317,300,similarity_any_lt03,nearest_active,30738,581,0.027143812902087942,2.584951252193511
493248-485317,300,similarity_active_lt03,base,47560,819,0.028380094865620216,3.0499379238875037
493248-485317,300,similarity_active_lt03,headft,47560,819,0.04262124591911959,5.245893229086506
493248-485317,300,similarity_active_lt03,nearest_active,47560,819,0.025465022564484862,2.8059428899765035
493248-485317,300,similarity_active_03_04,base,1859,101,0.11261569346856704,0.9687337154768109
493248-485317,300,similarity_active_03_04,headft,1859,101,0.13574120844750212,4.843668577384054
493248-485317,300,similarity_active_03_04,nearest_active,1859,101,0.07018271483909842,1.9374674309536217
493248-485317,300,similarity_active_04_055,base,243,27,0.21258739023289597,0.0
493248-485317,300,similarity_active_04_055,headft,243,27,0.24934768057260404,0.0
493248-485317,300,similarity_active_04_055,nearest_active,243,27,0.28193204683038575,9.0
493248-485317,300,similarity_active_ge055,base,18,6,,
493248-485317,300,similarity_active_ge055,headft,18,6,,
493248-485317,300,similarity_active_ge055,nearest_active,18,6,,
504329,40,all,base,49682,438,0.046578069611941234,7.987973503119172
504329,40,all,headft,49682,438,0.11122804000994599,18.486452964361515
504329,40,all,nearest_active,49682,438,0.02927107910052822,5.24923973062117
504329,40,murcko_seen_any,base,13,3,,
504329,40,murcko_seen_any,headft,13,3,,
504329,40,murcko_seen_any,nearest_active,13,3,,
504329,40,murcko_unseen_any,base,49585,433,0.04509487400991817,7.849819339938911
504329,40,murcko_unseen_any,headft,49585,433,0.10548759063100648,17.777532034567535
504329,40,murcko_unseen_any,nearest_active,49585,433,0.020749485950566644,4.617540788199359
504329,40,murcko_unseen_active,base,49595,433,0.04484204627948359,7.851402443567011
504329,40,murcko_unseen_active,headft,49595,433,0.10540649511408115,17.781117298666466
504329,40,murcko_unseen_active,nearest_active,49595,433,0.020748488166307276,4.6184720256276535
504329,40,generic_unseen_any,base,49531,431,0.044634345441052936,7.893571445311585
504329,40,generic_unseen_any,headft,49531,431,0.10218953820966131,17.644453818931776
504329,40,generic_unseen_any,nearest_active,49531,431,0.020026252262192627,4.411113454732944
504329,40,acyclic,base,84,2,,
504329,40,acyclic,headft,84,2,,
504329,40,acyclic,nearest_active,84,2,,
504329,40,canonical_not_in_training,base,49682,438,0.046578069611941234,7.987973503119172
504329,40,canonical_not_in_training,headft,49682,438,0.11122804000994599,18.486452964361515
504329,40,canonical_not_in_training,nearest_active,49682,438,0.02927107910052822,5.24923973062117
504329,40,similarity_any_lt03,base,45226,364,0.042322397825658865,9.071148983759604
504329,40,similarity_any_lt03,headft,45226,364,0.07990478738676975,16.49299815229019
504329,40,similarity_any_lt03,nearest_active,45226,364,0.013140149997290459,3.023716327919868
504329,40,similarity_active_lt03,base,48543,395,0.03959609042592729,7.855059376223411
504329,40,similarity_active_lt03,headft,48543,395,0.07975595244811473,15.710118752446823
504329,40,similarity_active_lt03,nearest_active,48543,395,0.014393152581901159,2.7872791334986298
504329,40,similarity_active_03_04,base,964,27,0.12489233038362242,0.0
504329,40,similarity_active_03_04,headft,964,27,0.24838730794364935,17.85185185185185
504329,40,similarity_active_03_04,nearest_active,964,27,0.023697988194616354,0.0
504329,40,similarity_active_04_055,base,161,13,0.3736579226671285,0.0
504329,40,similarity_active_04_055,headft,161,13,0.6579704886308659,12.384615384615385
504329,40,similarity_active_04_055,nearest_active,161,13,0.216804701935861,0.0
504329,40,similarity_active_ge055,base,14,3,,
504329,40,similarity_active_ge055,headft,14,3,,
504329,40,similarity_active_ge055,nearest_active,14,3,,
504329,100,all,base,49682,438,0.046578069611941234,7.987973503119172
504329,100,all,headft,49682,438,0.1393638093205704,21.681642365609182
504329,100,all,nearest_active,49682,438,0.042901974943885375,6.8468344312450045
504329,100,murcko_seen_any,base,74,7,,
504329,100,murcko_seen_any,headft,74,7,,
504329,100,murcko_seen_any,nearest_active,74,7,,
504329,100,murcko_unseen_any,base,49524,429,0.04449756062363352,7.6960372960372965
504329,100,murcko_unseen_any,headft,49524,429,0.12225928754684917,21.22240587695133
504329,100,murcko_unseen_any,nearest_active,49524,429,0.026328379242786547,5.363904782086601
504329,100,murcko_unseen_active,base,49589,429,0.04372965053357944,7.457553199488683
504329,100,murcko_unseen_active,headft,49589,429,0.12149467829233389,20.7413198360779
504329,100,murcko_unseen_active,nearest_active,49589,429,0.02612952527095895,5.360116362132491
504329,100,generic_unseen_any,base,49267,424,0.044008994418848806,7.542117953232041
504329,100,generic_unseen_any,headft,49267,424,0.11762612020018477,21.68358911554212
504329,100,generic_unseen_any,nearest_active,49267,424,0.025278926665062804,4.949514906808528
504329,100,acyclic,base,84,2,,
504329,100,acyclic,headft,84,2,,
504329,100,acyclic,nearest_active,84,2,,
504329,100,canonical_not_in_training,base,49682,438,0.046578069611941234,7.987973503119172
504329,100,canonical_not_in_training,headft,49682,438,0.1393638093205704,21.681642365609182
504329,100,canonical_not_in_training,nearest_active,49682,438,0.042901974943885375,6.8468344312450045
504329,100,similarity_any_lt03,base,42219,335,0.043550496993666386,9.855181438777675
504329,100,similarity_any_lt03,headft,42219,335,0.0761491339767271,19.11307915399307
504329,100,similarity_any_lt03,nearest_active,42219,335,0.01589572207340923,4.479627926717125
504329,100,similarity_active_lt03,base,48303,373,0.03647144557452907,7.23905550097414
504329,100,similarity_active_lt03,headft,48303,373,0.07874861686648851,18.767921669192216
504329,100,similarity_active_lt03,nearest_active,48303,373,0.016017642587625943,3.4854711671356973
504329,100,similarity_active_03_04,base,1169,41,0.12923225821159615,2.376016260162601
504329,100,similarity_active_03_04,headft,1169,41,0.3089145935048531,14.256097560975608
504329,100,similarity_active_03_04,nearest_active,1169,41,0.030381989450606297,0.0
504329,100,similarity_active_04_055,base,191,17,0.34178861816029865,0.0
504329,100,similarity_active_04_055,headft,191,17,0.6593983887135435,5.61764705882353
504329,100,similarity_active_04_055,nearest_active,191,17,0.16570921489344648,5.61764705882353
504329,100,similarity_active_ge055,base,19,7,,
504329,100,similarity_active_ge055,headft,19,7,,
504329,100,similarity_active_ge055,nearest_active,19,7,,
504329,300,all,base,49682,438,0.046578069611941234,7.987973503119172
504329,300,all,headft,49682,438,0.22188687248436242,31.038982754977358
504329,300,all,nearest_active,49682,438,0.07670236146933741,15.063035748739011
504329,300,murcko_seen_any,base,331,15,0.17049276655235882,7.355555555555555
504329,300,murcko_seen_any,headft,331,15,0.6857900484136621,22.066666666666666
504329,300,murcko_seen_any,nearest_active,331,15,0.527123860724422,14.71111111111111
504329,300,murcko_unseen_any,base,49267,421,0.043688700836852105,8.070603653042838
504329,300,murcko_unseen_any,headft,49267,421,0.2029636664340413,30.146078351071775
504329,300,murcko_unseen_any,nearest_active,49267,421,0.06011071883712483,13.76750034930837
504329,300,murcko_unseen_active,base,49575,426,0.04298959455749436,7.507950931394821
504329,300,murcko_unseen_active,headft,49575,426,0.20160992645756692,29.797180258973196
504329,300,murcko_unseen_active,nearest_active,49575,426,0.05957456859078743,13.842784529759202
504329,300,generic_unseen_any,base,46542,377,0.04179752524325953,8.495730298622401
504329,300,generic_unseen_any,headft,46542,377,0.1863224951290111,28.407598186018657
504329,300,generic_unseen_any,nearest_active,46542,377,0.053796735463923516,11.416137588773852
504329,300,acyclic,base,84,2,,
504329,300,acyclic,headft,84,2,,
504329,300,acyclic,nearest_active,84,2,,
504329,300,canonical_not_in_training,base,49682,438,0.046578069611941234,7.987973503119172
504329,300,canonical_not_in_training,headft,49682,438,0.22188687248436242,31.038982754977358
504329,300,canonical_not_in_training,nearest_active,49682,438,0.07670236146933741,15.063035748739011
504329,300,similarity_any_lt03,base,34058,225,0.03155403607294431,8.434043662430758
504329,300,similarity_any_lt03,headft,34058,225,0.06701117679281234,14.648602150537634
504329,300,similarity_any_lt03,nearest_active,34058,225,0.009839779459467062,1.775588139459107
504329,300,similarity_active_lt03,base,47517,314,0.027911278872623388,6.371706335903453
504329,300,similarity_active_lt03,headft,47517,314,0.09919106570770152,18.159363057324843
504329,300,similarity_active_lt03,nearest_active,47517,314,0.01135451252806706,2.867267851156554
504329,300,similarity_active_03_04,base,1804,62,0.12532292590733168,4.849462365591397
504329,300,similarity_active_03_04,headft,1804,62,0.32073350118865673,12.93189964157706
504329,300,similarity_active_03_04,nearest_active,1804,62,0.035227657545989124,0.0
504329,300,similarity_active_04_055,base,319,49,0.4073206159435219,2.1700680272108843
504329,300,similarity_active_04_055,headft,319,49,0.8180511145602058,6.510204081632653
504329,300,similarity_active_04_055,nearest_active,319,49,0.2921778590681714,2.1700680272108843
504329,300,similarity_active_ge055,base,42,13,0.5545024100951906,3.230769230769231
504329,300,similarity_active_ge055,headft,42,13,0.7676715996554053,3.230769230769231
504329,300,similarity_active_ge055,nearest_active,42,13,0.6238184416202992,3.230769230769231
624273-588549,40,all,base,49687,150,0.006359778320329556,2.6659691482226697
624273-588549,40,all,headft,49687,150,0.00876075244776289,6.664922870556674
624273-588549,40,all,nearest_active,49687,150,0.008964766410409771,3.998953722334004
624273-588549,40,murcko_seen_any,base,1225,1,,
624273-588549,40,murcko_seen_any,headft,1225,1,,
624273-588549,40,murcko_seen_any,nearest_active,1225,1,,
624273-588549,40,murcko_unseen_any,base,48398,148,0.006556754187906386,2.702591020772839
624273-588549,40,murcko_unseen_any,headft,48398,148,0.00896030344529119,6.756477551932098
624273-588549,40,murcko_unseen_any,nearest_active,48398,148,0.011128164082647034,4.053886531159258
624273-588549,40,murcko_unseen_active,base,49619,149,0.006292383088395361,2.6855921195063868
624273-588549,40,murcko_unseen_active,headft,49619,149,0.008700370135202118,6.713980298765967
624273-588549,40,murcko_unseen_active,nearest_active,49619,149,0.010917275182262872,4.02838817925958
624273-588549,40,generic_unseen_any,base,45014,145,0.006862558957670967,2.069609195402299
624273-588549,40,generic_unseen_any,headft,45014,145,0.008903004128207406,6.208827586206897
624273-588549,40,generic_unseen_any,nearest_active,45014,145,0.01156684936331388,4.139218390804598
624273-588549,40,acyclic,base,64,1,,
624273-588549,40,acyclic,headft,64,1,,
624273-588549,40,acyclic,nearest_active,64,1,,
624273-588549,40,canonical_not_in_training,base,49687,150,0.006359778320329556,2.6659691482226697
624273-588549,40,canonical_not_in_training,headft,49687,150,0.00876075244776289,6.664922870556674
624273-588549,40,canonical_not_in_training,nearest_active,49687,150,0.008964766410409771,3.998953722334004
624273-588549,40,similarity_any_lt03,base,44999,131,0.006232662412559314,1.5266836301950806
624273-588549,40,similarity_any_lt03,headft,44999,131,0.006649713776388486,5.343392705682782
624273-588549,40,similarity_any_lt03,nearest_active,44999,131,0.0034134065678584056,0.7633418150975403
624273-588549,40,similarity_active_lt03,base,49511,144,0.005533927446772979,1.3891975308641975
624273-588549,40,similarity_active_lt03,headft,49511,144,0.005937242262788253,3.472993827160494
624273-588549,40,similarity_active_lt03,nearest_active,49511,144,0.003314376320591815,0.6945987654320988
624273-588549,40,similarity_active_03_04,base,135,4,,
624273-588549,40,similarity_active_03_04,headft,135,4,,
624273-588549,40,similarity_active_03_04,nearest_active,135,4,,
624273-588549,40,similarity_active_04_055,base,37,1,,
624273-588549,40,similarity_active_04_055,headft,37,1,,
624273-588549,40,similarity_active_04_055,nearest_active,37,1,,
624273-588549,40,similarity_active_ge055,base,4,1,,
624273-588549,40,similarity_active_ge055,headft,4,1,,
624273-588549,40,similarity_active_ge055,nearest_active,4,1,,
624273-588549,100,all,base,49687,150,0.006359778320329556,2.6659691482226697
624273-588549,100,all,headft,49687,150,0.010322911485890941,7.997907444668008
624273-588549,100,all,nearest_active,49687,150,0.008964766410409771,3.998953722334004
624273-588549,100,murcko_seen_any,base,1388,2,,
624273-588549,100,murcko_seen_any,headft,1388,2,,
624273-588549,100,murcko_seen_any,nearest_active,1388,2,,
624273-588549,100,murcko_unseen_any,base,48235,147,0.006412733766673215,2.0422982470996693
624273-588549,100,murcko_unseen_any,headft,48235,147,0.009879918276743355,7.488426906032122
624273-588549,100,murcko_unseen_any,nearest_active,48235,147,0.014984706853110562,3.4038304118327827
624273-588549,100,murcko_unseen_active,base,49619,149,0.006292383088395361,2.6855921195063868
624273-588549,100,murcko_unseen_active,headft,49619,149,0.010328580140304746,8.05677635851916
624273-588549,100,murcko_unseen_active,nearest_active,49619,149,0.010917275182262872,4.02838817925958
624273-588549,100,generic_unseen_any,base,43279,142,0.0070420603002264845,2.111651432846502
624273-588549,100,generic_unseen_any,headft,43279,142,0.010062169902079286,7.038838109488339
624273-588549,100,generic_unseen_any,nearest_active,43279,142,0.015905131555090605,3.5194190547441697
624273-588549,100,acyclic,base,64,1,,
624273-588549,100,acyclic,headft,64,1,,
624273-588549,100,acyclic,nearest_active,64,1,,
624273-588549,100,canonical_not_in_training,base,49687,150,0.006359778320329556,2.6659691482226697
624273-588549,100,canonical_not_in_training,headft,49687,150,0.010322911485890941,7.997907444668008
624273-588549,100,canonical_not_in_training,nearest_active,49687,150,0.008964766410409771,3.998953722334004
624273-588549,100,similarity_any_lt03,base,40743,110,0.005944734226926934,1.8201027473754747
624273-588549,100,similarity_any_lt03,headft,40743,110,0.006546179590755326,5.460308242126424
624273-588549,100,similarity_any_lt03,nearest_active,40743,110,0.003059920620631672,0.0
624273-588549,100,similarity_active_lt03,base,49511,144,0.005533927446772979,1.3891975308641975
624273-588549,100,similarity_active_lt03,headft,49511,144,0.006298875299132575,4.862191358024692
624273-588549,100,similarity_active_lt03,nearest_active,49511,144,0.003314376320591815,0.6945987654320988
624273-588549,100,similarity_active_03_04,base,135,4,,
624273-588549,100,similarity_active_03_04,headft,135,4,,
624273-588549,100,similarity_active_03_04,nearest_active,135,4,,
624273-588549,100,similarity_active_04_055,base,37,1,,
624273-588549,100,similarity_active_04_055,headft,37,1,,
624273-588549,100,similarity_active_04_055,nearest_active,37,1,,
624273-588549,100,similarity_active_ge055,base,4,1,,
624273-588549,100,similarity_active_ge055,headft,4,1,,
624273-588549,100,similarity_active_ge055,nearest_active,4,1,,
624273-588549,300,all,base,49687,150,0.006359778320329556,2.6659691482226697
624273-588549,300,all,headft,49687,150,0.007001423034059665,3.332461435278337
624273-588549,300,all,nearest_active,49687,150,0.009254250835183848,3.998953722334004
624273-588549,300,murcko_seen_any,base,1795,3,,
624273-588549,300,murcko_seen_any,headft,1795,3,,
624273-588549,300,murcko_seen_any,nearest_active,1795,3,,
624273-588549,300,murcko_unseen_any,base,47828,146,0.006545947697364236,2.055998165873789
624273-588549,300,murcko_unseen_any,headft,47828,146,0.006937117529199715,2.7413308878317184
624273-588549,300,murcko_unseen_any,nearest_active,47828,146,0.01650460127920298,3.426663609789648
624273-588549,300,murcko_unseen_active,base,49575,148,0.006107855448834561,2.026005340017437
624273-588549,300,murcko_unseen_active,headft,49575,148,0.006748754113317365,2.701340453356582
624273-588549,300,murcko_unseen_active,nearest_active,49575,148,0.016724729162109098,3.3766755666957278
624273-588549,300,generic_unseen_any,base,40923,135,0.007421242599995156,2.223471882640587
624273-588549,300,generic_unseen_any,headft,40923,135,0.007042430273760034,2.223471882640587
624273-588549,300,generic_unseen_any,nearest_active,40923,135,0.018090954071629972,3.7057864710676447
624273-588549,300,acyclic,base,64,1,,
