N,stratum,metric,model,reference,n_targets,targets,estimate,low,high,scale,wins,status,n_zero_model,n_zero_reference
40,similarity_any_lt03,ap,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,1.080004975310893,0.7667037872374911,1.5213316617346768,geometric_ratio,6,defined,0.0,0.0
40,similarity_any_lt03,ap,nearest_active,base,7,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-0.03192290549972968,-0.060099471352513444,-0.0037463396469459218,mean_difference,1,defined,,
40,similarity_any_lt03,ap,nearest_active,base,7,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.3021728976859623,0.13343435821953792,0.6842949695587573,geometric_ratio,1,defined,0.0,0.0
40,similarity_any_lt03,ap,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-0.00754933696087285,-0.027691502344339276,0.012592828422593575,mean_difference,2,defined,,
40,similarity_any_lt03,ap,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.9259216604184045,0.6573188642243626,1.3042846750543624,geometric_ratio,2,defined,0.0,0.0
40,similarity_any_lt03,ap,nearest_active,headft,7,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-0.03968096588163489,-0.08095863650833246,0.0015967047450626756,mean_difference,1,defined,,
40,similarity_any_lt03,ap,nearest_active,headft,7,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.28647612197455025,0.12970152180621428,0.6327494644526627,geometric_ratio,1,defined,0.0,0.0
40,similarity_any_lt03,ef1,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.8587662666045537,-4.291223060279801,6.0087555934889085,mean_difference,6,defined,,
40,similarity_any_lt03,ef1,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,1.1334672162167987,0.6151521797200444,2.0885042312992335,geometric_ratio,6,defined,0.0,0.0
40,similarity_any_lt03,ef1,nearest_active,base,7,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-7.41813379746594,-14.946446498605003,0.11017890367312244,mean_difference,1,defined,,
40,similarity_any_lt03,ef1,nearest_active,base,7,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,,,,geometric_ratio,1,log_ratio_undefined_due_to_zero,1.0,0.0
40,similarity_any_lt03,ef1,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-0.8587662666045537,-6.0087555934889085,4.291223060279801,mean_difference,2,defined,,
40,similarity_any_lt03,ef1,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.8822487194095693,0.4788115748168305,1.6256140073422156,geometric_ratio,2,defined,0.0,0.0
40,similarity_any_lt03,ef1,nearest_active,headft,7,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-8.17649607317135,-16.46772479202724,0.11473264568454056,mean_difference,1,defined,,
40,similarity_any_lt03,ef1,nearest_active,headft,7,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,,,,geometric_ratio,1,log_ratio_undefined_due_to_zero,1.0,0.0
100,all,ap,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.03453365745460938,0.0004364154007096832,0.06863089950850908,mean_difference,8,defined,,
100,all,ap,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,1.5562794232529273,1.1846937413457874,2.0444149898936046,geometric_ratio,8,defined,0.0,0.0
100,all,ap,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.0021038742331449135,-0.04558908987277148,0.0497968383390613,mean_difference,3,defined,,
100,all,ap,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.9007599701699424,0.545008111025448,1.4887274289073291,geometric_ratio,3,defined,0.0,0.0
100,all,ap,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-0.03453365745460938,-0.06863089950850908,-0.0004364154007096832,mean_difference,0,defined,,
100,all,ap,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.6425581325940846,0.4891374818436653,0.8441000109142307,geometric_ratio,0,defined,0.0,0.0
100,all,ap,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-0.03242978322146447,-0.09832838781226785,0.03346882136933892,mean_difference,1,defined,,
100,all,ap,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.5787906443479014,0.31688494930525524,1.0571616314347412,geometric_ratio,1,defined,0.0,0.0
100,all,ef1,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,5.545631242626608,1.3016616575006008,9.789600827752615,mean_difference,7,defined,,
100,all,ef1,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,1.5879838886298783,1.1313130992175962,2.2289964045250117,geometric_ratio,7,defined,0.0,0.0
100,all,ef1,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-1.8807008893015165,-7.331700570661507,3.5702987920584737,mean_difference,2,defined,,
100,all,ef1,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.7861646230241556,0.5276162335667299,1.1714097769824299,geometric_ratio,2,defined,0.0,0.0
100,all,ef1,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-5.545631242626608,-9.789600827752615,-1.3016616575006008,mean_difference,0,defined,,
100,all,ef1,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.6297293109584416,0.4486323970599204,0.8839285965057676,geometric_ratio,0,defined,0.0,0.0
100,all,ef1,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-7.426332131928124,-14.857285842692276,0.004621578836028206,mean_difference,1,defined,,
100,all,ef1,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.49507090635690454,0.3244062207735767,0.7555194278845662,geometric_ratio,1,defined,0.0,0.0
100,canonical_not_in_training,ap,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.03453365745460938,0.0004364154007096832,0.06863089950850908,mean_difference,8,defined,,
100,canonical_not_in_training,ap,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,1.5562794232529273,1.1846937413457874,2.0444149898936046,geometric_ratio,8,defined,0.0,0.0
100,canonical_not_in_training,ap,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.0021038742331449135,-0.04558908987277148,0.0497968383390613,mean_difference,3,defined,,
100,canonical_not_in_training,ap,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.9007599701699424,0.545008111025448,1.4887274289073291,geometric_ratio,3,defined,0.0,0.0
100,canonical_not_in_training,ap,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-0.03453365745460938,-0.06863089950850908,-0.0004364154007096832,mean_difference,0,defined,,
100,canonical_not_in_training,ap,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.6425581325940846,0.4891374818436653,0.8441000109142307,geometric_ratio,0,defined,0.0,0.0
100,canonical_not_in_training,ap,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-0.03242978322146447,-0.09832838781226785,0.03346882136933892,mean_difference,1,defined,,
100,canonical_not_in_training,ap,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.5787906443479014,0.31688494930525524,1.0571616314347412,geometric_ratio,1,defined,0.0,0.0
100,canonical_not_in_training,ef1,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,5.545631242626608,1.3016616575006008,9.789600827752615,mean_difference,7,defined,,
100,canonical_not_in_training,ef1,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,1.5879838886298783,1.1313130992175962,2.2289964045250117,geometric_ratio,7,defined,0.0,0.0
100,canonical_not_in_training,ef1,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-1.8807008893015165,-7.331700570661507,3.5702987920584737,mean_difference,2,defined,,
100,canonical_not_in_training,ef1,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.7861646230241556,0.5276162335667299,1.1714097769824299,geometric_ratio,2,defined,0.0,0.0
100,canonical_not_in_training,ef1,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-5.545631242626608,-9.789600827752615,-1.3016616575006008,mean_difference,0,defined,,
100,canonical_not_in_training,ef1,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.6297293109584416,0.4486323970599204,0.8839285965057676,geometric_ratio,0,defined,0.0,0.0
100,canonical_not_in_training,ef1,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-7.426332131928124,-14.857285842692276,0.004621578836028206,mean_difference,1,defined,,
100,canonical_not_in_training,ef1,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.49507090635690454,0.3244062207735767,0.7555194278845662,geometric_ratio,1,defined,0.0,0.0
100,generic_unseen_any,ap,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.027692527463225963,-0.004565546727076954,0.059950601653528876,mean_difference,7,defined,,
100,generic_unseen_any,ap,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,1.4579579076974347,1.088564251870559,1.9527016958023724,geometric_ratio,7,defined,0.0,0.0
100,generic_unseen_any,ap,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-0.012138131355074199,-0.04493729109529032,0.020661028385141927,mean_difference,3,defined,,
100,generic_unseen_any,ap,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.7413131044369425,0.371810681775637,1.478024020680372,geometric_ratio,3,defined,0.0,0.0
100,generic_unseen_any,ap,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-0.027692527463225963,-0.059950601653528876,0.004565546727076954,mean_difference,1,defined,,
100,generic_unseen_any,ap,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.68589085783643,0.5121109907107938,0.9186412269938384,geometric_ratio,1,defined,0.0,0.0
100,generic_unseen_any,ap,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-0.03983065881830017,-0.09997263862874126,0.02031132099214092,mean_difference,2,defined,,
100,generic_unseen_any,ap,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.5084598811276415,0.2137321490527342,1.2096048809790796,geometric_ratio,2,defined,0.0,0.0
100,generic_unseen_any,ef1,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,4.86953325174406,-0.043115596101173104,9.782182099589292,mean_difference,6,defined,,
100,generic_unseen_any,ef1,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,1.538847040254989,1.01617185926203,2.3303638963406033,geometric_ratio,6,defined,0.0,0.0
100,generic_unseen_any,ef1,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-3.2347650514652795,-8.040627123543688,1.571097020613129,mean_difference,2,defined,,
100,generic_unseen_any,ef1,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.6762317819089984,0.40881743602885157,1.118566339307374,geometric_ratio,2,defined,0.0,0.0
100,generic_unseen_any,ef1,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-4.86953325174406,-9.782182099589292,0.043115596101173104,mean_difference,1,defined,,
100,generic_unseen_any,ef1,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.6498371662945127,0.42911753034378497,0.9840855076681867,geometric_ratio,1,defined,0.0,0.0
100,generic_unseen_any,ef1,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-8.104298303209339,-16.626073253060554,0.41747664664187667,mean_difference,1,defined,,
100,generic_unseen_any,ef1,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.4394405449140324,0.24065627055081668,0.8024224428989698,geometric_ratio,1,defined,0.0,0.0
100,murcko_seen_any,ap,headft,base,4,434954-2097;463203-2650;493248-485317;588689,0.12667572966566634,0.013759043669144919,0.23959241566218775,mean_difference,4,defined,,
100,murcko_seen_any,ap,headft,base,4,434954-2097;463203-2650;493248-485317;588689,1.6866620025254155,0.7587097595900187,3.749561245001375,geometric_ratio,4,defined,0.0,0.0
100,murcko_seen_any,ap,nearest_active,base,4,434954-2097;463203-2650;493248-485317;588689,0.08678902740532968,0.0012077596029920201,0.17237029520766733,mean_difference,4,defined,,
100,murcko_seen_any,ap,nearest_active,base,4,434954-2097;463203-2650;493248-485317;588689,1.3309972351316677,1.0645304850048505,1.6641643098835932,geometric_ratio,4,defined,0.0,0.0
100,murcko_seen_any,ap,base,headft,4,434954-2097;463203-2650;493248-485317;588689,-0.12667572966566634,-0.23959241566218775,-0.013759043669144919,mean_difference,0,defined,,
100,murcko_seen_any,ap,base,headft,4,434954-2097;463203-2650;493248-485317;588689,0.5928870150052079,0.26669787067303463,1.3180270681378432,geometric_ratio,0,defined,0.0,0.0
100,murcko_seen_any,ap,nearest_active,headft,4,434954-2097;463203-2650;493248-485317;588689,-0.039886702260336665,-0.09959286587881358,0.01981946135814025,mean_difference,1,defined,,
100,murcko_seen_any,ap,nearest_active,headft,4,434954-2097;463203-2650;493248-485317;588689,0.7891309777173993,0.4418147160038028,1.4094770441912092,geometric_ratio,1,defined,0.0,0.0
100,murcko_seen_any,ef1,headft,base,4,434954-2097;463203-2650;493248-485317;588689,5.089285714285714,-8.019841206699997,18.198412635271428,mean_difference,2,defined,,
100,murcko_seen_any,ef1,headft,base,4,434954-2097;463203-2650;493248-485317;588689,,,,geometric_ratio,2,log_ratio_undefined_due_to_zero,0.0,1.0
100,murcko_seen_any,ef1,nearest_active,base,4,434954-2097;463203-2650;493248-485317;588689,5.266741071428571,2.5713582519720277,7.962123890885115,mean_difference,4,defined,,
100,murcko_seen_any,ef1,nearest_active,base,4,434954-2097;463203-2650;493248-485317;588689,,,,geometric_ratio,4,log_ratio_undefined_due_to_zero,0.0,1.0
100,murcko_seen_any,ef1,base,headft,4,434954-2097;463203-2650;493248-485317;588689,-5.089285714285714,-18.198412635271428,8.019841206699997,mean_difference,0,defined,,
100,murcko_seen_any,ef1,base,headft,4,434954-2097;463203-2650;493248-485317;588689,,,,geometric_ratio,0,log_ratio_undefined_due_to_zero,1.0,0.0
100,murcko_seen_any,ef1,nearest_active,headft,4,434954-2097;463203-2650;493248-485317;588689,0.17745535714285698,-13.10296472040719,13.457875434692905,mean_difference,2,defined,,
100,murcko_seen_any,ef1,nearest_active,headft,4,434954-2097;463203-2650;493248-485317;588689,1.0745699318235418,0.279637958390793,4.1292696636182775,geometric_ratio,2,defined,0.0,0.0
100,murcko_unseen_active,ap,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.02975052566761064,-0.0011108727556666913,0.060611924090887975,mean_difference,8,defined,,
100,murcko_unseen_active,ap,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,1.508979147537455,1.1548209864767613,1.9717498160903792,geometric_ratio,8,defined,0.0,0.0
100,murcko_unseen_active,ap,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-0.0078382856907023,-0.04917023717355437,0.03349366579214977,mean_difference,2,defined,,
100,murcko_unseen_active,ap,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.732909565646091,0.38382697936097526,1.3994754415383754,geometric_ratio,2,defined,0.0,0.0
100,murcko_unseen_active,ap,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-0.02975052566761064,-0.060611924090887975,0.0011108727556666913,mean_difference,0,defined,,
100,murcko_unseen_active,ap,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.6626996811930289,0.5071637343843236,0.8659350771333797,geometric_ratio,0,defined,0.0,0.0
100,murcko_unseen_active,ap,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-0.03758881135831294,-0.09966032626496274,0.02448270354833685,mean_difference,2,defined,,
100,murcko_unseen_active,ap,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.48569893549698584,0.22458974938121642,1.0503749908126263,geometric_ratio,2,defined,0.0,0.0
100,murcko_unseen_active,ef1,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,5.130727431402413,0.8469982016855937,9.414456661119232,mean_difference,7,defined,,
100,murcko_unseen_active,ef1,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,1.5658110177739017,1.1005576186649806,2.2277471908796813,geometric_ratio,7,defined,0.0,0.0
100,murcko_unseen_active,ef1,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-2.542433065855869,-8.296120230608668,3.211254098896931,mean_difference,2,defined,,
100,murcko_unseen_active,ef1,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.7094641825909386,0.4340474293750579,1.1596415329636611,geometric_ratio,2,defined,0.0,0.0
100,murcko_unseen_active,ef1,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-5.130727431402413,-9.414456661119232,-0.8469982016855937,mean_difference,1,defined,,
100,murcko_unseen_active,ef1,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.6386466748852555,0.448883968564281,0.9086303007134138,geometric_ratio,1,defined,0.0,0.0
100,murcko_unseen_active,ef1,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-7.673160497258282,-15.906295882949127,0.5599748884325635,mean_difference,1,defined,,
100,murcko_unseen_active,ef1,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.45309694116188876,0.2625327379363308,0.7819856666411198,geometric_ratio,1,defined,0.0,0.0
100,murcko_unseen_any,ap,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.029568614487704138,-0.0014226482568322728,0.060559877232240544,mean_difference,8,defined,,
100,murcko_unseen_any,ap,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,1.4958696187528056,1.1497066729968322,1.946258092488108,geometric_ratio,8,defined,0.0,0.0
100,murcko_unseen_any,ap,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-0.007111717638812687,-0.04873482324438815,0.03451138796676278,mean_difference,2,defined,,
100,murcko_unseen_any,ap,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.7694046039997339,0.38373671443948165,1.5426812769809857,geometric_ratio,2,defined,0.0,0.0
100,murcko_unseen_any,ap,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-0.029568614487704138,-0.060559877232240544,0.0014226482568322728,mean_difference,0,defined,,
100,murcko_unseen_any,ap,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.6685074604521742,0.513806469891973,0.8697870713348077,geometric_ratio,0,defined,0.0,0.0
100,murcko_unseen_any,ap,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-0.03668033212651683,-0.09944299539971393,0.026082331146680272,mean_difference,2,defined,,
100,murcko_unseen_any,ap,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.5143527178800729,0.22670463942084995,1.1669753167225496,geometric_ratio,2,defined,0.0,0.0
100,murcko_unseen_any,ef1,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,5.243088135480831,0.9597664374333057,9.526409833528357,mean_difference,7,defined,,
100,murcko_unseen_any,ef1,headft,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,1.607619571992048,1.0893385652252778,2.3724861771669925,geometric_ratio,7,defined,0.0,0.0
100,murcko_unseen_any,ef1,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-2.2696447629995626,-7.959513313128237,3.420223787129112,mean_difference,2,defined,,
100,murcko_unseen_any,ef1,nearest_active,base,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.7308806518813906,0.4405640896989432,1.2125058301043095,geometric_ratio,2,defined,0.0,0.0
100,murcko_unseen_any,ef1,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-5.243088135480831,-9.526409833528357,-0.9597664374333057,mean_difference,0,defined,,
100,murcko_unseen_any,ef1,base,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.6220377117957522,0.4214987676742164,0.9179882471095637,geometric_ratio,0,defined,0.0,0.0
100,murcko_unseen_any,ef1,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,-7.512732898480394,-15.77773247825543,0.7522666812946426,mean_difference,1,defined,,
100,murcko_unseen_any,ef1,nearest_active,headft,8,1053173-743445;434954-2097;463203-2650;493248-485317;504329;540297-493091;588689;624273-588549,0.45463532829208786,0.2613782391006112,0.7907822871654322,geometric_ratio,1,defined,0.0,0.0
100,similarity_active_03_04,ap,headft,base,6,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689,0.07823064686551169,-0.007440710208542825,0.16390200393956622,mean_difference,5,defined,,
100,similarity_active_03_04,ap,headft,base,6,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689,1.4784501145061775,1.0459986955768323,2.0896916509804324,geometric_ratio,5,defined,0.0,0.0
100,similarity_active_03_04,ap,nearest_active,base,6,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689,-0.08164283358089984,-0.16503798516728738,0.0017523180054876963,mean_difference,0,defined,,
100,similarity_active_03_04,ap,nearest_active,base,6,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689,0.38657314992029035,0.17494302701879427,0.854214099217804,geometric_ratio,0,defined,0.0,0.0
100,similarity_active_03_04,ap,base,headft,6,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689,-0.07823064686551169,-0.16390200393956622,0.007440710208542825,mean_difference,1,defined,,
100,similarity_active_03_04,ap,base,headft,6,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689,0.676383998478037,0.4785395010459196,0.9560241367686738,geometric_ratio,1,defined,0.0,0.0
100,similarity_active_03_04,ap,nearest_active,headft,6,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689,-0.1598734804464115,-0.32082021903462377,0.0010732581418007592,mean_difference,0,defined,,
100,similarity_active_03_04,ap,nearest_active,headft,6,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689,0.26147189284733563,0.09308181963998641,0.7344887649768183,geometric_ratio,0,defined,0.0,0.0
100,similarity_active_03_04,ef1,headft,base,6,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689,7.356644122463291,2.903700071024897,11.809588173901686,mean_difference,6,defined,,
100,similarity_active_03_04,ef1,headft,base,6,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689,,,,geometric_ratio,6,log_ratio_undefined_due_to_zero,0.0,1.0
100,similarity_active_03_04,ef1,nearest_active,base,6,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689,-2.175190731936368,-7.730296788239667,3.379915324366931,mean_difference,1,defined,,
100,similarity_active_03_04,ef1,nearest_active,base,6,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689,,,,geometric_ratio,1,log_ratio_undefined_due_to_zero,4.0,1.0
100,similarity_active_03_04,ef1,base,headft,6,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689,-7.356644122463291,-11.809588173901686,-2.903700071024897,mean_difference,0,defined,,
100,similarity_active_03_04,ef1,base,headft,6,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689,,,,geometric_ratio,0,log_ratio_undefined_due_to_zero,1.0,0.0
100,similarity_active_03_04,ef1,nearest_active,headft,6,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689,-9.53183485439966,-16.910186327119625,-2.1534833816796954,mean_difference,0,defined,,
100,similarity_active_03_04,ef1,nearest_active,headft,6,434954-2097;463203-2650;493248-485317;504329;540297-493091;588689,,,,geometric_ratio,0,log_ratio_undefined_due_to_zero,4.0,0.0
100,similarity_active_04_055,ap,headft,base,4,434954-2097;463203-2650;504329;588689,0.13540414024220399,-0.09490828071645699,0.36571656120086493,mean_difference,3,defined,,
100,similarity_active_04_055,ap,headft,base,4,434954-2097;463203-2650;504329;588689,1.3508805440529237,0.8082175829325617,2.2579046569109256,geometric_ratio,3,defined,0.0,0.0
100,similarity_active_04_055,ap,nearest_active,base,4,434954-2097;463203-2650;504329;588689,-0.08964613727243614,-0.20895133581585967,0.0296590612709874,mean_difference,0,defined,,
100,similarity_active_04_055,ap,nearest_active,base,4,434954-2097;463203-2650;504329;588689,0.698939550717917,0.4091420026274599,1.1940023082953364,geometric_ratio,0,defined,0.0,0.0
100,similarity_active_04_055,ap,base,headft,4,434954-2097;463203-2650;504329;588689,-0.13540414024220399,-0.36571656120086493,0.09490828071645699,mean_difference,1,defined,,
100,similarity_active_04_055,ap,base,headft,4,434954-2097;463203-2650;504329;588689,0.7402579039296777,0.4428884970582042,1.237290577583785,geometric_ratio,1,defined,0.0,0.0
100,similarity_active_04_055,ap,nearest_active,headft,4,434954-2097;463203-2650;504329;588689,-0.22505027751464016,-0.5154780188591142,0.06537746382983381,mean_difference,0,defined,,
