auroc,auprc,ef_1pct,ef_5pct,bedroc,recall_at_50,recall_at_100,hits_at_20,hits_at_100,n_eval,n_active,target,arm,feature,tuning,train_size,n_train_active,cv_ap,note
0.6716641747136539,0.04477093608201538,7.034412156293649,3.599820992375561,0.18886932263006434,0.017591339648173207,0.03112313937753721,5.0,23.0,49685,739,540297-493091,ecfp_lgbm_cv,ecfp,cv,300,43,0.3605620499036493,cv
0.5484244822675255,0.016898494448993908,1.0822172548144076,1.2991835160453151,0.0702242084105478,0.0,0.0,0.0,0.0,49685,739,540297-493091,graw_lgbm_cv,graw,cv,40,8,0.6611111111111111,cv
0.6087664088899274,0.026382691812729443,3.5172060781468244,2.7336986483453507,0.13819321574843846,0.0027063599458728013,0.009472259810554804,1.0,7.0,49685,739,540297-493091,graw_lgbm_cv,graw,cv,100,16,0.3981534454839593,cv
0.6286590612935291,0.0263657125222575,3.787760391850426,2.544234385588742,0.13459293333092254,0.0,0.008119079837618403,0.0,6.0,49685,739,540297-493091,graw_lgbm_cv,graw,cv,300,43,0.39477019086555204,cv
0.5160462108223766,0.016793737364553023,1.893880195925213,1.623979395056644,0.08135881845125002,0.0013531799729364006,0.0027063599458728013,1.0,2.0,49685,739,540297-493091,chemeleon_lgbm_cv,chemeleon,cv,40,8,0.5740740740740741,cv
0.6144882568384579,0.03222386391045291,3.787760391850426,2.652499678592519,0.1461877265863913,0.012178619756427604,0.013531799729364006,5.0,10.0,49685,739,540297-493091,chemeleon_lgbm_cv,chemeleon,cv,100,16,0.3876429698065939,cv
0.6996450259425385,0.061969643183560345,8.116629411108056,4.980203478173708,0.23631325458043703,0.02165087956698241,0.03112313937753721,8.0,23.0,49685,739,540297-493091,chemeleon_lgbm_cv,chemeleon,cv,300,43,0.43400132302162814,cv
0.6312995396219022,0.015808767723029804,3.6155509133307424,2.843086979113552,0.13650670325582376,0.0024096385542168677,0.0024096385542168677,0.0,1.0,49615,415,434954-2097,ecfp_lgbm_cv,ecfp,cv,40,24,0.7866153522403523,cv
0.7003886031932609,0.1231721559300084,30.370627671978237,7.083623490333766,0.3632329129428099,0.04819277108433735,0.09397590361445783,5.0,39.0,49615,415,434954-2097,ecfp_lgbm_cv,ecfp,cv,100,52,0.8265024286778694,cv
0.7316852042315604,0.1867063523175863,22.416415662650603,6.071677277428942,0.31808599127650067,0.10120481927710843,0.14457831325301204,19.0,60.0,49615,415,434954-2097,ecfp_lgbm_cv,ecfp,cv,300,107,0.7313361311032166,cv
0.6317650602409639,0.061272548349105324,13.980130198212203,5.156106894324577,0.24942622021862906,0.04578313253012048,0.06987951807228916,9.0,29.0,49615,415,434954-2097,graw_lgbm_cv,graw,cv,40,24,0.6783797221297222,cv
0.7466257224018024,0.08031358236767622,13.015983287990673,6.842683915832617,0.3162831215330566,0.04819277108433735,0.06506024096385542,10.0,27.0,49615,415,434954-2097,graw_lgbm_cv,graw,cv,100,52,0.754063897329056,cv
0.7828633558624742,0.2067586373382264,25.067819665759817,7.420938894635373,0.3815844475640032,0.10602409638554217,0.1566265060240964,18.0,65.0,49615,415,434954-2097,graw_lgbm_cv,graw,cv,300,107,0.7272691245900313,cv
0.6119432363600744,0.041485437458765234,10.123542557326079,3.7104694473176867,0.1788393368983071,0.03855421686746988,0.05301204819277108,6.0,22.0,49615,415,434954-2097,chemeleon_lgbm_cv,chemeleon,cv,40,24,0.8602376789876791,cv
0.7015539230091097,0.14328887507746269,19.282938204430625,6.45718059663078,0.31780397448672115,0.0891566265060241,0.12530120481927712,17.0,52.0,49615,415,434954-2097,chemeleon_lgbm_cv,chemeleon,cv,100,52,0.7351894284705659,cv
0.6170115584288373,0.17305579469521826,19.523974931986007,5.156106894324577,0.26099643612895784,0.1108433734939759,0.15421686746987953,20.0,64.0,49615,415,434954-2097,chemeleon_lgbm_cv,chemeleon,cv,300,107,0.704889538625665,cv
0.5120177142839943,0.012445520134875734,1.6599139983335318,1.697485446012185,0.08085576128473967,0.0,0.005535055350553505,0.0,3.0,49582,542,463203-2650,ecfp_lgbm_cv,ecfp,cv,40,13,0.5055555555555556,cv
0.5437624154993589,0.01608008486273936,2.213218664444709,1.6236817309681768,0.09288809455496198,0.01107011070110701,0.012915129151291513,2.0,7.0,49582,542,463203-2650,ecfp_lgbm_cv,ecfp,cv,100,29,0.5206276725409759,cv
0.6114133804470182,0.04019701052538561,7.008525770741578,3.0259523168043296,0.15378533688699583,0.02952029520295203,0.03505535055350553,11.0,19.0,49582,542,463203-2650,ecfp_lgbm_cv,ecfp,cv,300,70,0.5245697561363685,cv
0.35946489950217614,0.02051829278768191,7.192960659445304,1.8081910185781969,0.09198056654859887,0.016605166051660517,0.025830258302583026,4.0,14.0,49582,542,463203-2650,graw_lgbm_cv,graw,cv,40,13,0.6458122895622895,cv
0.5215064289713044,0.014984807346150765,2.9509582192596118,2.1403077362762333,0.09880252633420407,0.0036900369003690036,0.005535055350553505,2.0,3.0,49582,542,463203-2650,graw_lgbm_cv,graw,cv,100,29,0.549133411879885,cv
0.8389354198395165,0.080620640145605,12.172702654445898,7.085156644224772,0.33176474477103934,0.02952029520295203,0.046125461254612546,9.0,25.0,49582,542,463203-2650,graw_lgbm_cv,graw,cv,300,70,0.5723879860679658,cv
